Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,SMA_10,SMA_20,SMA_50,Price Change,Positive Change,Negative Change,Avg Gain,Avg Loss,RS,RSI
2023-04-10 21:00:00,29115.11,29278.78,29090.34,29222.34,2070.52543,2023-04-10 21:59:59.999,60460126.0630314,40835.0,1130.48276,33010807.5181082,,,,,0.0,0.0,,,,
2023-04-10 22:00:00,29222.34,29747.01,29222.34,29594.0,6737.86785,2023-04-10 22:59:59.999,199249140.0040622,137603.0,3881.0903,114728042.0726163,,,,371.65999999999985,371.65999999999985,0.0,,,,
2023-04-10 23:00:00,29594.0,29770.0,29590.0,29637.34,3939.24487,2023-04-10 23:59:59.999,116932319.001348,62812.0,1977.06052,58690539.6370817,,,,43.340000000000146,43.340000000000146,0.0,,,,
2023-04-11 00:00:00,29637.35,29990.0,29590.0,29928.86,5294.26591,2023-04-11 00:59:59.999,157755622.0248079,98740.0,3072.71522,91586437.0856019,,,,291.52000000000044,291.52000000000044,0.0,,,,
2023-04-11 01:00:00,29928.85,30308.23,29754.49,30189.9,6186.64059,2023-04-11 01:59:59.999,185553381.252316,113873.0,3692.85168,110777203.8707425,,,,261.0400000000009,261.0400000000009,0.0,,,,
2023-04-11 02:00:00,30189.9,30430.0,29987.6,30083.01,5975.49705,2023-04-11 02:59:59.999,180524770.006688,119273.0,2911.99888,87986474.6090278,,,,-106.89000000000306,0.0,106.89000000000306,,,,
2023-04-11 03:00:00,30083.01,30124.12,29936.91,30115.95,3371.78914,2023-04-11 03:59:59.999,101221947.6467526,57561.0,1765.6458,53006653.246142,,,,32.94000000000233,32.94000000000233,0.0,,,,
2023-04-11 04:00:00,30115.95,30169.14,30017.37,30109.01,2589.01549,2023-04-11 04:59:59.999,77910820.4978679,47044.0,1304.3583,39252000.7953418,,,,-6.940000000002328,0.0,6.940000000002328,,,,
2023-04-11 05:00:00,30109.01,30147.0,29800.0,29883.84,3129.55934,2023-04-11 05:59:59.999,93828302.7850497,59474.0,1309.11574,39261339.151518,,,,-225.16999999999825,0.0,225.16999999999825,,,,
2023-04-11 06:00:00,29883.84,30087.77,29878.92,30035.78,2240.51763,2023-04-11 06:59:59.999,67236796.8195242,52149.0,1253.15299,37603477.0452695,29880.003000000004,,,151.9399999999987,151.9399999999987,0.0,,,,
2023-04-11 07:00:00,30035.78,30160.53,30035.59,30106.89,2326.41426,2023-04-11 07:59:59.999,70014862.7876817,48454.0,1206.88824,36321777.1043142,29968.457999999995,,,71.11000000000058,71.11000000000058,0.0,,,,
2023-04-11 08:00:00,30106.9,30147.38,30045.0,30093.9,1768.51789,2023-04-11 08:59:59.999,53221470.5633056,39294.0,806.42076,24266311.6919134,30018.447999999997,,,-12.989999999997963,0.0,12.989999999997963,,,,
2023-04-11 09:00:00,30093.91,30094.01,29974.0,30052.38,2431.64909,2023-04-11 09:59:59.999,73053090.5507313,40612.0,1117.56979,33575628.6170205,30059.952,,,-41.52000000000044,0.0,41.52000000000044,,,,
2023-04-11 10:00:00,30052.38,30144.83,30008.95,30122.5,1616.24995,2023-04-11 10:59:59.999,48620918.8347945,37305.0,848.44472,25525056.235253,30079.316000000003,,,70.11999999999898,70.11999999999898,0.0,92.40500000000013,28.107857142857288,3.2875149297349373,76.67646605578533
2023-04-11 11:00:00,30122.49,30123.91,30050.69,30055.15,1523.07053,2023-04-11 11:59:59.999,45835364.5052099,34711.0,680.79413,20488041.415382,30065.840999999997,,,-67.34999999999854,0.0,67.34999999999854,92.40500000000013,32.91857142857147,2.807078071431672,73.73313650949257
2023-04-11 12:00:00,30055.14,30200.58,30010.41,30098.92,2656.40136,2023-04-11 12:59:59.999,79937645.7343363,47752.0,1307.96778,39364334.3055791,30067.432,,,43.7699999999968,43.7699999999968,0.0,68.98428571428563,32.91857142857147,2.0956038710237332,67.6961251612179
2023-04-11 13:00:00,30098.92,30250.0,30073.01,30246.31,2539.94803,2023-04-11 13:59:59.999,76589010.0857789,49545.0,1354.70432,40851656.2705285,30080.468,,,147.39000000000306,147.39000000000306,0.0,76.4164285714287,32.91857142857147,2.3213774248144783,69.89200948591812
2023-04-11 14:00:00,30246.3,30280.0,29975.0,30060.39,3782.23203,2023-04-11 14:59:59.999,113931891.8829828,71036.0,1655.95993,49888375.3020711,30075.606000000007,,,-185.9200000000019,0.0,185.9200000000019,55.59357142857152,46.198571428571604,1.203361266582143,54.614796258481874
2023-04-11 15:00:00,30060.39,30246.26,30044.65,30194.22,2335.58014,2023-04-11 15:59:59.999,70459476.869843,52512.0,1252.22241,37771062.7427071,30106.644,,,133.83000000000175,133.83000000000175,0.0,46.507142857143016,46.198571428571604,1.0066792417823676,50.166425247326394
2023-04-11 16:00:00,30194.23,30263.71,30100.0,30127.98,2242.1777,2023-04-11 16:59:59.999,67665935.5963727,45856.0,1120.54304,33817927.150017,30115.864,29997.933500000003,,-66.2400000000016,0.0,66.2400000000016,46.507142857143016,43.29500000000007,1.0741920050154277,51.78845557296601
2023-04-11 17:00:00,30127.98,30220.0,30040.0,30207.57,2000.0455,2023-04-11 17:59:59.999,60258946.0358279,40733.0,938.21326,28271872.4462247,30125.932,30047.195,,79.59000000000015,79.59000000000015,0.0,49.839285714285715,43.29500000000007,1.151155692673187,53.51336012516485
2023-04-11 18:00:00,30207.57,30240.0,30151.68,30230.24,1449.53334,2023-04-11 18:59:59.999,43780322.6778012,30265.0,734.41884,22182383.1760137,30139.566,30079.007,,22.67000000000189,22.67000000000189,0.0,51.45857142857157,42.799285714285624,1.2023231362339215,54.593402596221736
2023-04-11 19:00:00,30230.23,30550.0,30105.01,30130.02,5278.40357,2023-04-11 19:59:59.999,160052642.417739,106579.0,2763.41212,83815326.7862084,30147.329999999998,30103.640999999996,,-100.22000000000116,0.0,100.22000000000116,51.45857142857157,33.874285714285826,1.5191042510121449,60.30334990708652
2023-04-11 20:00:00,30130.02,30173.76,29940.0,30164.23,3409.71736,2023-04-11 20:59:59.999,102553960.9559594,63405.0,1646.14378,49521584.6572609,30151.502999999997,30115.409499999998,,34.20999999999913,34.20999999999913,0.0,43.04928571428588,33.874285714285826,1.2708544197031046,55.963711661853615
2023-04-11 21:00:00,30164.24,30239.59,30130.23,30189.52,1346.11191,2023-04-11 21:59:59.999,40628968.6476533,31696.0,710.66711,21449234.3066122,30164.940000000002,30115.3905,,25.290000000000873,25.290000000000873,0.0,39.77642857142876,33.874285714285826,1.1742366734143066,54.00684699013688
2023-04-11 22:00:00,30189.51,30272.28,30147.64,30263.75,1230.14185,2023-04-11 22:59:59.999,37165018.1163256,26282.0,719.21355,21730100.4020754,30181.423,30124.4275,,74.22999999999956,74.22999999999956,0.0,45.078571428571585,32.94642857142883,1.3682384823848177,57.77452281777808
2023-04-11 23:00:00,30263.74,30274.19,30160.0,30200.42,1266.59655,2023-04-11 23:59:59.999,38277110.7867682,26307.0,593.50479,17936363.8806321,30176.833999999995,30128.651,,-63.330000000001746,0.0,63.330000000001746,45.078571428571585,34.50428571428607,1.3064629652631055,56.64357004379965
2023-04-12 00:00:00,30200.43,30350.07,30193.67,30224.78,1803.85075,2023-04-12 00:59:59.999,54583725.3437668,42860.0,987.64274,29881530.9840921,30193.272999999997,30134.439499999997,,24.360000000000582,24.360000000000582,0.0,41.81000000000027,34.50428571428607,1.2117335320664053,54.78659678023203
2023-04-12 01:00:00,30224.77,30292.44,30122.72,30170.8,1688.66019,2023-04-12 01:59:59.999,50998274.6427555,39025.0,812.11553,24527667.991186,30190.931,30148.7875,,-53.97999999999956,0.0,53.97999999999956,41.81000000000027,33.54928571428614,1.2462262343247597,55.48088679942735
2023-04-12 02:00:00,30170.8,30170.8,29811.82,29916.16,5625.33965,2023-04-12 02:59:59.999,168540598.838342,100963.0,2518.73553,75456589.255442,30169.749,30142.8065,,-254.63999999999942,0.0,254.63999999999942,38.68357142857193,51.73785714285753,0.7476840666547058,42.781420333359804
2023-04-12 03:00:00,29916.16,29989.19,29858.19,29922.04,2277.12119,2023-04-12 03:59:59.999,68146359.6558673,46435.0,1202.31434,35981515.5324412,30141.196000000004,30133.563999999995,,5.880000000001019,5.880000000001019,0.0,28.57571428571464,51.73785714285753,0.5523173139314981,35.58018125383553
2023-04-12 04:00:00,29922.04,29995.35,29887.03,29978.58,1539.74214,2023-04-12 04:59:59.999,46108397.5497687,29237.0,819.31869,24535030.6984332,30116.030000000006,30127.798000000003,,56.54000000000087,56.54000000000087,0.0,32.61428571428613,38.45785714285739,0.848052599320226,45.88898604034146
2023-04-12 05:00:00,29978.59,29999.23,29891.46,29920.0,1493.93185,2023-04-12 05:59:59.999,44727355.2170894,30015.0,685.80936,20532732.9693626,30095.028000000002,30121.179000000004,,-58.580000000001746,0.0,58.580000000001746,23.05500000000029,42.642142857143234,0.5406623226519728,35.09285030877629
2023-04-12 06:00:00,29919.99,29956.81,29850.0,29932.89,1412.52475,2023-04-12 06:59:59.999,42246348.2018969,33554.0,732.40167,21905691.8314323,30071.894,30111.698500000006,,12.889999999999418,12.889999999999418,0.0,23.975714285714535,37.91071428571455,0.6324258125294416,38.741473436363925
2023-04-12 07:00:00,29932.88,30070.42,29924.26,29987.0,1623.28548,2023-04-12 07:59:59.999,48689872.8722651,39182.0,946.74745,28396901.3529085,30051.642,30108.291000000005,,54.11000000000058,54.11000000000058,0.0,22.155714285714566,37.91071428571455,0.584418276024497,36.88535312094955
2023-04-12 08:00:00,29986.99,30050.47,29913.71,29914.97,1468.79021,2023-04-12 08:59:59.999,44045481.3675234,32303.0,739.69951,22184206.9130688,30016.764000000003,30099.0935,,-72.02999999999884,0.0,72.02999999999884,20.53642857142872,43.055714285714465,0.47697335678025293,32.29397162722266
2023-04-12 09:00:00,29914.97,30007.83,29895.98,30007.68,1502.65731,2023-04-12 09:59:59.999,45014425.8555088,32271.0,803.48497,24071484.2906074,29997.49,30087.162,,92.70999999999913,92.70999999999913,0.0,27.158571428571513,35.89714285714295,0.7565663801337157,43.0707537551825
2023-04-12 10:00:00,30007.67,30029.37,29978.13,29996.27,1155.85308,2023-04-12 10:59:59.999,34679177.9647667,28844.0,624.07934,18724532.403522,29974.639000000003,30083.956,,-11.409999999999854,0.0,11.409999999999854,24.715000000000146,36.71214285714294,0.6732104986672398,40.23465661992148
2023-04-12 11:00:00,29996.28,30019.65,29930.95,30016.3,1457.13626,2023-04-12 11:59:59.999,43685743.2475362,29564.0,779.08483,23358421.4966853,29959.189000000002,30075.059999999998,,20.029999999998836,20.029999999998836,0.0,24.339285714285715,36.71214285714294,0.6629764383135187,39.86685698240354
2023-04-12 12:00:00,30016.31,30486.0,29919.0,30157.09,8712.89441,2023-04-12 12:59:59.999,263630041.831149,142431.0,4490.00101,135869070.9199396,29983.282,30076.515499999998,,140.79000000000087,140.79000000000087,0.0,29.093571428571522,36.71214285714294,0.7924781602039036,44.21131469260161
2023-04-12 13:00:00,30157.09,30340.22,29964.0,30053.73,5716.56104,2023-04-12 13:59:59.999,172296320.866649,96558.0,2848.6611,85868995.374786,29996.451,30068.8235,,-103.36000000000058,0.0,103.36000000000058,29.093571428571522,39.57142857142857,0.7352166064981973,42.37030718498723
2023-04-12 14:00:00,30053.72,30263.4,30016.95,30024.69,4889.98136,2023-04-12 14:59:59.999,147365800.4914661,83898.0,2502.23066,75410711.705588,30001.061999999998,30058.546000000002,,-29.040000000000873,0.0,29.040000000000873,27.35357142857148,41.64571428571435,0.6568159989023055,39.643267528649375
2023-04-12 15:00:00,30024.69,30066.96,29637.4,29964.02,6989.08971,2023-04-12 15:59:59.999,208837621.3268709,121421.0,3428.36856,102451830.8030288,30005.463999999996,30050.246000000003,,-60.669999999998254,0.0,60.669999999998254,27.35357142857148,42.123571428571395,0.6493649636274245,39.37060492659462
2023-04-12 16:00:00,29964.03,30034.99,29915.01,29939.02,1972.26301,2023-04-12 16:59:59.999,59104125.9476143,44798.0,1013.80571,30380894.2663607,30006.077,30038.9855,,-25.0,0.0,25.0,27.35357142857148,25.720714285714298,1.0634841289677597,51.53827519379849
2023-04-12 17:00:00,29939.02,30091.01,29907.14,30023.92,2066.73716,2023-04-12 17:59:59.999,62018255.0462639,44733.0,1061.97325,31866432.1157743,30009.769,30030.7055,,84.89999999999782,84.89999999999782,0.0,32.997857142856965,25.720714285714298,1.2829292676830717,56.19662798335873
2023-04-12 18:00:00,30023.93,30057.52,29845.01,29917.26,2390.44208,2023-04-12 18:59:59.999,71627520.5163828,58331.0,1160.48633,34773175.2838382,30009.998,30013.381,,-106.65999999999985,0.0,106.65999999999985,28.959285714285475,33.339285714285715,0.8686234600964041,46.48467059551906
2023-04-12 19:00:00,29917.27,29949.76,29760.13,29798.59,2099.05832,2023-04-12 19:59:59.999,62690087.1344508,46671.0,934.98313,27926575.5041639,29989.089,29993.289499999995,,-118.66999999999825,0.0,118.66999999999825,28.959285714285475,37.63142857142832,0.769550527674435,43.488474369013225
2023-04-12 20:00:00,29798.59,29955.0,29775.68,29947.47,1063.07245,2023-04-12 20:59:59.999,31748375.6863114,30898.0,550.2716,16435854.2644122,29984.208999999995,29979.424000000006,,148.88000000000102,148.88000000000102,0.0,38.67285714285702,37.63142857142832,1.0276744362614871,50.68241813790659
2023-04-12 21:00:00,29947.48,29979.74,29900.77,29944.12,759.66879,2023-04-12 21:59:59.999,22745409.7065338,27289.0,381.62233,11425761.6223774,29976.990999999998,29968.090000000004,,-3.350000000002183,0.0,3.350000000002183,34.807857142856975,37.87071428571419,0.9191233331447195,47.892874692874635
2023-04-12 22:00:00,29944.12,29975.41,29796.21,29841.35,1285.14991,2023-04-12 22:59:59.999,38418398.6279481,36575.0,588.83167,17604931.9260716,29945.417000000005,29964.3495,30018.862999999998,-102.77000000000044,0.0,102.77000000000044,34.807857142856975,40.066428571428595,0.8687536769293804,46.48839960314418
2023-04-12 23:00:00,29841.35,29939.61,29823.45,29888.07,1055.67341,2023-04-12 23:59:59.999,31549888.2028034,28700.0,523.71645,15653191.0670449,29928.850999999995,29962.651,30032.1776,46.720000000001164,46.720000000001164,0.0,31.522857142857124,40.066428571428595,0.7867648369671786,44.03292591668742
2023-04-13 00:00:00,29888.07,30035.28,29854.59,29984.69,1441.58145,2023-04-13 00:59:59.999,43179182.612081,40926.0,825.01434,24710909.98626,29924.850999999995,29962.9565,30039.991399999995,96.61999999999898,96.61999999999898,0.0,38.424285714285624,39.251428571428605,0.9789270636191554,49.46756662314008
2023-04-13 01:00:00,29984.7,30077.49,29945.64,30065.13,1264.68096,2023-04-13 01:59:59.999,37952394.1369705,30705.0,674.42611,20239159.9192363,29934.962,29970.213,30048.5472,80.44000000000233,80.44000000000233,0.0,42.73928571428587,39.251428571428605,1.0888593681758656,52.12698302072541
2023-04-13 02:00:00,30065.13,30200.0,29997.51,30116.51,1754.75029,2023-04-13 02:59:59.999,52811269.2616643,38083.0,987.04026,29713262.8477242,29952.711,29979.394,30052.3002,51.37999999999738,51.37999999999738,0.0,36.35285714285705,39.251428571428605,0.926153734167998,48.08306407422095
2023-04-13 03:00:00,30116.51,30121.7,30040.0,30072.17,1024.40584,2023-04-13 03:59:59.999,30815241.2730871,28926.0,444.26262,13362929.1092657,29957.536,29983.652499999997,30049.9456,-44.340000000000146,0.0,44.340000000000146,36.35285714285705,35.035714285714285,1.0375942915392429,50.92251660930114
2023-04-13 04:00:00,30072.17,30106.16,30041.22,30053.65,795.61445,2023-04-13 04:59:59.999,23925213.7789902,20098.0,434.3944,13063025.6282588,29971.175,29990.586499999998,30049.358399999997,-18.5199999999968,0.0,18.5199999999968,36.35285714285705,34.284285714285424,1.0603358473269782,51.46422359746
2023-04-13 05:00:00,30053.65,30128.59,30041.48,30105.08,733.63445,2023-04-13 05:59:59.999,22065713.2461828,19827.0,394.9361,11877996.3590904,30001.824,29995.4565,30049.141,51.43000000000029,51.43000000000029,0.0,40.0264285714285,29.95071428571412,1.3364098161264983,57.19928956393934
2023-04-13 06:00:00,30105.08,30116.87,29986.64,30016.54,1944.53521,2023-04-13 06:59:59.999,58425505.85076,35955.0,970.88178,29166156.615244,30008.731,29996.47,30047.2916,-88.54000000000087,0.0,88.54000000000087,40.0264285714285,34.48928571428561,1.1605467536502034,53.71541956634271
2023-04-13 07:00:00,30016.53,30107.1,29982.93,30068.6,1613.8598,2023-04-13 07:59:59.999,48496518.2357602,31490.0,836.30333,25133084.3105689,30021.179000000004,29999.085,30050.986800000002,52.05999999999767,52.05999999999767,0.0,37.6807142857142,34.48928571428561,1.0925339132235694,52.211049308181096
2023-04-13 08:00:00,30068.6,30269.0,30039.0,30188.14,3438.06571,2023-04-13 08:59:59.999,103600974.9698564,71565.0,1887.36211,56874413.4591957,30055.857999999997,30000.6375,30054.034,119.54000000000087,119.54000000000087,0.0,46.2192857142857,26.870714285714193,1.7200616709641456,63.23612767038688
2023-04-13 09:00:00,30188.15,30374.87,30150.5,30204.85,4030.14331,2023-04-13 09:59:59.999,121937164.1416033,88565.0,2118.57323,64102416.4891587,30087.536000000004,30008.1935,30055.993200000004,16.709999999999127,16.709999999999127,0.0,47.41285714285706,18.394285714285747,2.5775862068965423,72.04819277108426
