0,1,2,3,4,5,6,7,8,9,10,11
1681830000000,30247.81000000,30284.78000000,30099.37000000,30184.86000000,3044.05642000,1681833599999,91837117.54704470,53849,1525.87443000,46032030.71658970,0
1681833600000,30184.85000000,30262.30000000,30158.33000000,30220.85000000,2014.91543000,1681837199999,60899137.13831400,40760,1027.55128000,31054970.15975760,0
1681837200000,30220.85000000,30262.86000000,30014.14000000,30025.51000000,2404.49389000,1681840799999,72518598.99592090,52205,1064.02752000,32092268.65095500,0
1681840800000,30025.51000000,30274.21000000,29945.58000000,30144.50000000,3991.73137000,1681844399999,120136935.22889280,72297,2061.77240000,62062110.08018370,0
1681844400000,30144.50000000,30236.90000000,30100.00000000,30221.52000000,1565.78657000,1681847999999,47253088.98637910,34251,826.56309000,24944072.08868240,0
1681848000000,30221.53000000,30450.00000000,30150.00000000,30419.12000000,2205.65017000,1681851599999,66847967.19217070,49475,1213.92857000,36799598.82203930,0
1681851600000,30419.12000000,30442.73000000,30278.79000000,30371.69000000,1582.56753000,1681855199999,48029189.15953350,32053,758.97864000,23031394.35880640,0
1681855200000,30371.68000000,30404.19000000,30295.23000000,30370.86000000,1240.30208000,1681858799999,37630480.70647610,29494,647.52051000,19646127.44318790,0
1681858800000,30370.85000000,30408.44000000,30305.66000000,30380.01000000,1446.49074000,1681862399999,43902109.97562150,26628,729.29152000,22134196.80885170,0
1681862400000,30380.01000000,30413.53000000,30282.95000000,30319.25000000,1436.64071000,1681865999999,43586777.83581880,39517,727.63292000,22075768.54220950,0
1681866000000,30319.25000000,30348.28000000,30223.12000000,30233.42000000,1379.54743000,1681869599999,41784555.44331080,30311,617.82240000,18712993.90312470,0
1681869600000,30233.42000000,30259.40000000,30126.00000000,30200.63000000,1707.51968000,1681873199999,51561704.77687180,43619,756.30703000,22838287.99891590,0
1681873200000,30200.63000000,30277.32000000,30172.59000000,30211.23000000,806.07798000,1681876799999,24361769.44507320,20562,383.72258000,11596713.33423590,0
1681876800000,30211.23000000,30237.69000000,30148.00000000,30202.57000000,1200.22448000,1681880399999,36241040.24908090,25465,584.20453000,17639956.32567860,0
1681880400000,30202.57000000,30325.51000000,30177.66000000,30268.27000000,1324.05811000,1681883999999,40051158.71717380,27934,716.38716000,21673289.94828630,0
1681884000000,30268.28000000,30272.77000000,30006.00000000,30008.13000000,2762.21584000,1681887599999,83223910.34502120,66377,1179.45675000,35528246.55440890,0
1681887600000,30008.13000000,30124.21000000,29980.00000000,30077.76000000,2185.97001000,1681891199999,65722854.92971400,47791,1090.72016000,32791913.98154230,0
1681891200000,30077.76000000,30077.76000000,29000.00000000,29168.47000000,19990.47095000,1681894799999,587150204.31355200,392090,9791.21949000,287510875.96472260,0
1681894800000,29168.47000000,29327.21000000,29040.00000000,29200.57000000,5604.55168000,1681898399999,163587864.41718870,118202,2603.42059000,75998764.26306010,0
1681898400000,29200.58000000,29286.64000000,29100.00000000,29257.26000000,3784.17349000,1681901999999,110408627.76722010,73344,1728.72720000,50444232.84565060,0
1681902000000,29257.26000000,29333.00000000,29235.53000000,29310.65000000,3237.82600000,1681905599999,94819267.10234890,53678,1876.74204000,54962884.87040190,0
1681905600000,29310.64000000,29310.65000000,29185.00000000,29218.66000000,2601.08300000,1681909199999,76045053.82583530,45336,1153.59066000,33725614.84307000,0
1681909200000,29218.66000000,29333.00000000,29181.65000000,29333.00000000,2838.16700000,1681912799999,83059548.06737900,46192,1464.13367000,42856004.73107350,0
1681912800000,29333.00000000,29500.00000000,29330.66000000,29393.46000000,3885.91413000,1681916399999,114289430.90085730,64398,2168.69709000,63773668.74639940,0
1681916400000,29393.46000000,29428.90000000,29100.00000000,29260.44000000,3660.78588000,1681919999999,107150321.96234530,81065,1780.39822000,52111691.90518650,0
1681920000000,29260.43000000,29370.00000000,29240.01000000,29315.24000000,1921.49063000,1681923599999,56327629.12186360,47999,959.60857000,28128403.96351480,0
1681923600000,29315.24000000,29325.73000000,29080.00000000,29318.14000000,2569.77171000,1681927199999,75118424.89361730,56526,1158.12338000,33862434.47708780,0
1681927200000,29318.14000000,29354.30000000,29220.01000000,29277.45000000,2641.42752000,1681930799999,77359764.36101420,39460,1348.83545000,39501180.91055360,0
1681930800000,29277.46000000,29344.59000000,29200.00000000,29227.07000000,1770.30804000,1681934399999,51825981.95002600,33295,858.29209000,25128972.37409600,0
1681934400000,29227.06000000,29315.61000000,29147.27000000,29237.71000000,2565.25344000,1681937999999,74966275.33384670,43154,1274.82412000,37257881.03744640,0
1681938000000,29237.71000000,29240.15000000,28813.88000000,29170.00000000,5027.35416000,1681941599999,146047016.35334320,102785,2223.30935000,64590645.93626290,0
1681941600000,29169.99000000,29237.29000000,29036.95000000,29076.20000000,2055.79696000,1681945199999,59879786.66725070,43207,1007.14106000,29337837.10458360,0
1681945200000,29076.20000000,29088.18000000,28520.00000000,28797.10000000,9618.85773000,1681948799999,276714919.52369420,157584,4014.47221000,115508002.63958410,0
1681948800000,28797.10000000,28965.99000000,28650.58000000,28920.01000000,3614.13020000,1681952399999,104221195.01628770,67966,1870.57131000,53948898.18756090,0
1681952400000,28920.01000000,29000.00000000,28838.47000000,28934.07000000,2361.78330000,1681955999999,68285748.17689600,42209,1175.34523000,33982041.21841310,0
1681956000000,28934.07000000,28958.06000000,28716.08000000,28742.57000000,2107.11863000,1681959599999,60751882.12011020,45140,866.90143000,24986152.07675600,0
1681959600000,28742.58000000,28883.30000000,28549.00000000,28862.52000000,3246.80956000,1681963199999,93361384.01284890,69248,1582.61069000,45504061.15087150,0
1681963200000,28862.51000000,28956.19000000,28845.71000000,28867.52000000,1912.27378000,1681966799999,55265541.95465820,40777,938.95963000,27134313.07711970,0
1681966800000,28867.52000000,28945.00000000,28818.80000000,28893.52000000,1414.49588000,1681970399999,40835811.66740150,31141,664.55289000,19184534.77531860,0
1681970400000,28893.53000000,29088.30000000,28893.52000000,28925.58000000,2449.48281000,1681973999999,70988048.94722220,48785,1287.42023000,37312734.94433080,0
1681974000000,28925.58000000,28947.16000000,28852.17000000,28869.66000000,1893.31144000,1681977599999,54720015.10103570,41449,915.43257000,26456338.90598420,0
1681977600000,28869.66000000,28951.00000000,28729.00000000,28826.60000000,2350.40289000,1681981199999,67832288.34717230,43518,1145.95487000,33071718.75393980,0
1681981200000,28826.61000000,28909.86000000,28822.13000000,28866.00000000,1363.64624000,1681984799999,39362725.06680200,29492,722.00792000,20841153.20868640,0
1681984800000,28866.00000000,28906.50000000,28778.57000000,28855.22000000,1473.59453000,1681988399999,42491549.16752170,30411,680.11722000,19611588.16444260,0
1681988400000,28855.23000000,28860.23000000,28590.00000000,28607.13000000,3549.75685000,1681991999999,101894612.03984300,62313,1526.50394000,43818202.54269230,0
1681992000000,28607.12000000,28978.69000000,28334.00000000,28893.00000000,7438.34226000,1681995599999,213568463.92006290,121443,3710.31993000,106552367.27678950,0
1681995600000,28892.99000000,28898.57000000,28715.92000000,28820.08000000,3350.80634000,1681999199999,96524727.15332820,62290,1602.90986000,46175439.02167860,0
1681999200000,28820.07000000,28875.47000000,28676.00000000,28719.71000000,2495.42561000,1682002799999,71820267.38436230,45677,1153.69291000,33203394.74869290,0
1682002800000,28719.72000000,28734.93000000,28440.66000000,28506.69000000,5174.16292000,1682006399999,148122606.77079800,79605,2176.83333000,62319972.83465090,0
1682006400000,28506.70000000,28658.81000000,28260.00000000,28442.56000000,6633.85941000,1682009999999,188991858.87609700,127956,3176.09483000,90513216.39196260,0
1682010000000,28442.56000000,28607.54000000,28351.86000000,28452.20000000,3438.61530000,1682013599999,97930392.75132730,78054,1572.22856000,44777158.95096440,0
1682013600000,28452.21000000,28526.93000000,28280.96000000,28360.49000000,4310.02689000,1682017199999,122285231.54134530,80741,1965.06957000,55755088.94241480,0
1682017200000,28360.48000000,28361.83000000,28010.00000000,28104.38000000,7082.27731000,1682020799999,199421909.71095390,107195,3357.16101000,94524043.01309970,0
1682020800000,28104.38000000,28321.69000000,28012.00000000,28204.56000000,3169.97933000,1682024399999,89310593.88729060,62312,1795.77229000,50600828.13698580,0
1682024400000,28204.57000000,28286.40000000,28160.00000000,28230.40000000,1941.54866000,1682027999999,54772785.69255590,41263,1021.50721000,28816155.48291790,0
1682028000000,28230.41000000,28365.50000000,28177.42000000,28249.10000000,2370.03450000,1682031599999,67016069.67634490,44912,1251.97867000,35396557.44938920,0
1682031600000,28249.10000000,28318.65000000,28183.97000000,28243.65000000,1737.20908000,1682035199999,49078322.44248040,30745,759.63975000,21463806.51683740,0
1682035200000,28243.65000000,28374.02000000,28090.00000000,28291.26000000,3415.68342000,1682038799999,96456401.57202330,64821,1671.18032000,47200104.75930260,0
1682038800000,28291.25000000,28320.25000000,28192.08000000,28200.91000000,1276.31287000,1682042399999,36042322.54513340,29851,614.90986000,17364669.80544360,0
1682042400000,28200.91000000,28248.46000000,28136.63000000,28247.50000000,1207.44799000,1682045999999,34063487.11622480,27907,597.26173000,16849627.23836440,0
1682046000000,28247.49000000,28333.60000000,28239.99000000,28321.41000000,1237.03832000,1682049599999,34991637.94475010,23993,712.67637000,20157993.39166220,0
1682049600000,28321.42000000,28348.00000000,28226.38000000,28236.16000000,1161.50230000,1682053199999,32863434.07012130,22296,446.74056000,12643435.64295190,0
1682053200000,28236.15000000,28257.70000000,28154.73000000,28158.21000000,1526.07043000,1682056799999,43066368.30933460,30135,661.09803000,18658071.57580150,0
1682056800000,28158.22000000,28216.10000000,27815.89000000,27916.88000000,6833.12140000,1682060399999,191373515.54282220,103198,3072.34750000,86048580.87132820,0
1682060400000,27916.87000000,28173.94000000,27839.31000000,28155.03000000,5443.96189000,1682063999999,152355493.13394260,89015,3122.80075000,87403055.52622060,0
1682064000000,28155.02000000,28237.30000000,28015.71000000,28071.90000000,2847.93515000,1682067599999,80064735.18189570,57792,1389.19303000,39057693.08022460,0
1682067600000,28071.89000000,28112.50000000,27967.09000000,28060.85000000,1945.42052000,1682071199999,54560381.19529480,37520,851.81226000,23889305.67887860,0
1682071200000,28060.85000000,28152.62000000,27936.80000000,28001.96000000,2090.75767000,1682074799999,58652886.13923020,42506,997.57601000,27987915.97858730,0
1682074800000,28001.96000000,28093.55000000,27919.69000000,28066.21000000,2602.24007000,1682078399999,72880442.44866950,45978,1336.73757000,37437351.66433840,0
1682078400000,28066.22000000,28230.43000000,27962.65000000,28218.64000000,2969.54986000,1682081999999,83534518.55537760,54865,1619.25076000,45557048.09485170,0
1682082000000,28218.65000000,28308.45000000,28091.99000000,28113.44000000,3281.46181000,1682085599999,92590575.92730750,59746,1626.05916000,45889822.54234910,0
1682085600000,28113.44000000,28225.93000000,28034.64000000,28060.86000000,4046.91355000,1682089199999,113741655.76057770,64571,2046.63956000,57524477.63212200,0
1682089200000,28060.87000000,28139.62000000,27985.45000000,28040.70000000,3797.57977000,1682092799999,106564848.68785370,68165,2085.03292000,58508518.70085660,0
1682092800000,28040.70000000,28090.54000000,27951.90000000,28042.71000000,2704.97522000,1682096399999,75782950.75554800,70699,1381.16893000,38693583.22789700,0
1682096400000,28042.71000000,28057.67000000,27777.01000000,27901.63000000,4241.81423000,1682099999999,118374254.49227020,92681,2023.68998000,56474456.53166430,0
1682100000000,27901.64000000,27989.68000000,27712.75000000,27783.96000000,2900.94873000,1682103599999,80819119.53768600,63328,1201.56761000,33479260.79173460,0
1682103600000,27783.97000000,27801.00000000,27184.54000000,27279.91000000,10931.37477000,1682107199999,299621272.33755410,186013,5168.25480000,141617993.89117770,0
1682107200000,27279.90000000,27409.62000000,27166.00000000,27270.88000000,4637.26313000,1682110799999,126632413.71331210,79073,2332.73890000,63703911.48940210,0
1682110800000,27270.87000000,27377.29000000,27233.63000000,27279.99000000,2197.73641000,1682114399999,60010808.50482160,57885,1118.91659000,30551614.48647150,0
1682114400000,27279.99000000,27351.29000000,27125.00000000,27266.08000000,2829.16857000,1682117999999,77086272.21585260,54545,1474.35987000,40173694.31724010,0
1682118000000,27266.07000000,27341.63000000,27199.39000000,27262.84000000,1558.48982000,1682121599999,42537816.24785700,37045,867.12305000,23668389.55692150,0
1682121600000,27262.84000000,27331.99000000,27217.16000000,27225.08000000,1442.87947000,1682125199999,39344537.54759940,34682,699.77507000,19082947.19394780,0
1682125200000,27225.07000000,27310.00000000,27140.35000000,27291.67000000,1655.94095000,1682128799999,45095785.20223410,38884,932.12397000,25386932.34757070,0
1682128800000,27291.66000000,27321.69000000,27233.71000000,27241.52000000,1145.58387000,1682132399999,31240196.33118130,25225,567.00489000,15464082.64228630,0
1682132400000,27241.53000000,27367.77000000,27235.89000000,27322.16000000,1165.77529000,1682135999999,31828850.07753650,22583,693.56656000,18937649.91409360,0
1682136000000,27322.15000000,27371.01000000,27303.00000000,27347.99000000,1012.84317000,1682139599999,27686076.28802710,31828,507.18273000,13863372.52155170,0
1682139600000,27347.98000000,27397.63000000,27308.00000000,27397.63000000,901.77648000,1682143199999,24658411.38062370,32415,495.20615000,13541118.79634510,0
1682143200000,27397.62000000,27397.63000000,27303.27000000,27346.50000000,1005.30401000,1682146799999,27480629.43213430,35661,473.68188000,12947154.94975810,0
1682146800000,27346.51000000,27351.94000000,27225.00000000,27277.76000000,1270.30835000,1682150399999,34664825.28535350,40483,587.19601000,16022976.21595340,0
1682150400000,27277.75000000,27308.07000000,27188.00000000,27211.42000000,1396.19901000,1682153999999,38047660.84176720,34585,594.58994000,16204312.24342680,0
1682154000000,27211.42000000,27271.67000000,27211.41000000,27239.06000000,982.92136000,1682157599999,26777057.46998320,27530,481.22266000,13108689.59990650,0
1682157600000,27239.07000000,27267.99000000,27184.24000000,27250.04000000,1412.45392000,1682161199999,38454990.07808480,30219,755.76783000,20578717.67692580,0
1682161200000,27250.05000000,27324.58000000,27238.85000000,27286.65000000,1059.79539000,1682164799999,28899769.95509540,26340,549.06783000,14971432.86797000,0
1682164800000,27286.65000000,27359.06000000,27283.18000000,27338.04000000,1257.98134000,1682168399999,34366514.86047910,26792,747.84713000,20428007.29646230,0
1682168400000,27338.05000000,27358.41000000,27231.00000000,27254.99000000,1009.81433000,1682171999999,27564658.13823550,29863,502.69403000,13721152.50358570,0
1682172000000,27255.00000000,27497.99000000,27244.56000000,27476.09000000,2045.92986000,1682175599999,56026905.36910800,44187,1212.83205000,33221741.28049760,0
1682175600000,27476.10000000,27562.17000000,27382.07000000,27488.93000000,2552.36396000,1682179199999,70118582.77717070,52744,1309.10703000,35965255.78347070,0
1682179200000,27488.93000000,27696.00000000,27484.63000000,27586.57000000,3396.20238000,1682182799999,93782962.11270920,68908,1760.55415000,48614463.79434750,0
1682182800000,27586.56000000,27804.38000000,27567.60000000,27668.63000000,2231.92857000,1682186399999,61796670.62283420,49087,1241.22950000,34369451.01780420,0
1682186400000,27668.62000000,27676.64000000,27523.67000000,27601.29000000,1421.94145000,1682189999999,39253944.37222020,35291,576.18176000,15904323.86447240,0
1682190000000,27601.30000000,27658.52000000,27586.32000000,27622.61000000,1339.45506000,1682193599999,37010597.21002380,28429,715.01180000,19755367.67550430,0
1682193600000,27622.61000000,27700.07000000,27622.61000000,27634.45000000,1098.62480000,1682197199999,30391805.27506810,31846,501.84201000,13881439.93097120,0
1682197200000,27634.45000000,27669.09000000,27566.91000000,27669.09000000,859.79273000,1682200799999,23744948.32284200,28876,432.61307000,11948248.12953760,0
1682200800000,27669.09000000,27875.06000000,27650.63000000,27853.28000000,3030.05028000,1682204399999,84185862.85865490,54710,1628.19313000,45235845.32947970,0
1682204400000,27853.28000000,27882.72000000,27800.80000000,27816.85000000,1327.83083000,1682207999999,36957233.51285700,28332,648.40537000,18046288.06035780,0
1682208000000,27816.85000000,27816.85000000,27415.56000000,27541.80000000,2501.39310000,1682211599999,69036500.80161740,56045,1091.94435000,30119158.11717550,0
1682211600000,27541.79000000,27661.97000000,27477.03000000,27551.15000000,1530.50343000,1682215199999,42208388.29872720,35263,779.65658000,21503601.55934700,0
1682215200000,27551.14000000,27600.00000000,27483.68000000,27592.02000000,1293.26362000,1682218799999,35629666.90702400,27313,763.30206000,21032281.98805000,0
1682218800000,27592.02000000,27643.57000000,27533.76000000,27557.84000000,1257.64328000,1682222399999,34694849.10180250,26630,782.23481000,21582098.42817030,0
1682222400000,27557.83000000,27627.44000000,27547.04000000,27605.82000000,819.73270000,1682225999999,22613991.79649580,22284,535.80136000,14781313.88561850,0
1682226000000,27605.82000000,27620.18000000,27531.85000000,27585.14000000,823.39319000,1682229599999,22707716.26888600,30885,442.62141000,12205662.51571680,0
1682229600000,27585.13000000,27624.95000000,27555.70000000,27588.14000000,824.30123000,1682233199999,22746898.73894320,31405,384.46319000,10609571.01339830,0
1682233200000,27588.15000000,27751.47000000,27550.83000000,27718.90000000,1605.49803000,1682236799999,44414012.73719100,41070,936.47880000,25907291.54268770,0
1682236800000,27718.89000000,27777.00000000,27669.27000000,27710.51000000,1412.67493000,1682240399999,39151435.21792800,33946,707.01088000,19595021.96308160,0
1682240400000,27710.51000000,27724.49000000,27587.09000000,27628.95000000,1035.90417000,1682243999999,28650353.88929790,29025,462.19073000,12782626.59081480,0
1682244000000,27628.95000000,27642.89000000,27482.79000000,27527.61000000,1501.22496000,1682247599999,41368606.64476640,39344,724.84934000,19973481.26436100,0
1682247600000,27527.61000000,27648.43000000,27508.57000000,27642.90000000,1239.70815000,1682251199999,34176926.53372650,30138,789.83588000,21773008.86275640,0
1682251200000,27642.89000000,27735.25000000,27589.44000000,27605.99000000,1109.95639000,1682254799999,30696109.43978990,34585,564.07426000,15599779.92305260,0
1682254800000,27605.99000000,27663.08000000,27572.55000000,27630.76000000,833.12852000,1682258399999,23013952.99745840,30559,387.27161000,10697477.66588140,0
1682258400000,27630.76000000,27680.03000000,27500.00000000,27552.51000000,1200.87580000,1682261999999,33145645.08885320,40258,532.91391000,14709336.27406130,0
1682262000000,27552.51000000,27576.92000000,27311.25000000,27474.47000000,2799.21877000,1682265599999,76845825.80417500,68965,1347.75306000,36998148.58649340,0
1682265600000,27474.47000000,27689.83000000,27368.72000000,27584.42000000,2112.70555000,1682269199999,58198515.11311960,52199,1021.08684000,28129568.53969500,0
1682269200000,27584.43000000,27632.31000000,27479.83000000,27512.97000000,1379.19108000,1682272799999,38005445.90025520,36268,684.50618000,18863117.40967920,0
1682272800000,27512.97000000,27543.49000000,27330.00000000,27455.70000000,3024.85463000,1682276399999,83003465.30790590,62210,1556.01855000,42694969.09898220,0
1682276400000,27455.69000000,27526.81000000,27411.93000000,27465.77000000,1720.68657000,1682279999999,47285336.81628240,39643,812.14310000,22318638.65423140,0
1682280000000,27465.78000000,27546.83000000,27402.88000000,27504.62000000,1298.63819000,1682283599999,35697198.06179420,30743,651.85231000,17917388.72211010,0
1682283600000,27504.62000000,27552.76000000,27490.00000000,27517.83000000,1003.94838000,1682287199999,27622513.38448360,21122,512.54567000,14101609.25814680,0
1682287200000,27517.83000000,27642.03000000,27423.46000000,27591.73000000,1270.69427000,1682290799999,34992624.28609120,29998,572.80767000,15778784.07674880,0
1682290800000,27591.73000000,27650.28000000,27543.47000000,27590.60000000,1212.95687000,1682294399999,33483719.62064060,23587,567.11416000,15654709.75405080,0
1682294400000,27590.59000000,27871.69000000,27427.30000000,27807.49000000,2569.36143000,1682297999999,71012768.61174310,62523,1261.55168000,34883220.87519470,0
1682298000000,27807.50000000,28000.00000000,27685.00000000,27752.48000000,3284.37771000,1682301599999,91503080.70408310,81581,1613.20901000,44950941.42951860,0
1682301600000,27752.47000000,27827.53000000,27670.28000000,27745.17000000,1361.78446000,1682305199999,37777890.98508980,32324,658.32199000,18263593.63868190,0
1682305200000,27745.17000000,27791.91000000,27677.12000000,27790.48000000,962.81623000,1682308799999,26712298.93802640,26781,451.06636000,12515284.90575860,0
1682308800000,27790.49000000,27800.00000000,27696.12000000,27702.34000000,825.62724000,1682312399999,22906664.47425990,23701,393.83977000,10927092.36773990,0
1682312400000,27702.33000000,27758.48000000,27633.17000000,27654.83000000,1126.49058000,1682315999999,31210077.33558790,28554,505.69228000,14009668.30958310,0
1682316000000,27654.83000000,27703.85000000,27466.75000000,27546.68000000,1795.59990000,1682319599999,49556839.45930430,49530,756.71741000,20890131.86369560,0
1682319600000,27546.69000000,27546.69000000,27350.00000000,27451.97000000,2453.26895000,1682323199999,67333970.15605260,68642,1128.45625000,30971339.56011760,0
1682323200000,27451.98000000,27519.74000000,27157.14000000,27185.75000000,3460.62961000,1682326799999,94571621.74847450,79066,1534.45664000,41933274.80004930,0
1682326800000,27185.74000000,27373.21000000,27167.10000000,27313.10000000,2808.54974000,1682330399999,76635025.53006120,63320,1485.01339000,40516447.36887950,0
1682330400000,27313.10000000,27436.13000000,27307.66000000,27418.91000000,2155.25764000,1682333999999,58964105.75555620,40215,1237.02971000,33840150.58235890,0
1682334000000,27418.91000000,27553.24000000,27378.42000000,27550.84000000,1889.47225000,1682337599999,51876009.90325980,42258,998.56597000,27422576.12259330,0
1682337600000,27550.83000000,27580.00000000,27425.95000000,27443.85000000,1624.98406000,1682341199999,44672020.44895450,37436,705.11797000,19384039.30927710,0
1682341200000,27443.84000000,27720.57000000,27389.49000000,27624.25000000,3596.34640000,1682344799999,99257042.83825390,70443,1730.97744000,47762582.23029500,0
1682344800000,27624.24000000,27700.00000000,27280.09000000,27430.19000000,3351.51898000,1682348399999,92092803.62402810,77703,1509.37329000,41473640.77517540,0
1682348400000,27430.19000000,27431.78000000,27200.00000000,27267.05000000,2847.37861000,1682351999999,77728041.78680620,70232,1311.27382000,35796569.97795140,0
1682352000000,27267.06000000,27394.52000000,27028.64000000,27110.55000000,3676.58845000,1682355599999,100116369.40284810,77477,1883.27479000,51287983.74345380,0
1682355600000,27110.56000000,27409.46000000,26942.82000000,27381.49000000,4336.61496000,1682359199999,118079924.07013030,85391,2041.30660000,55595690.85894180,0
1682359200000,27381.48000000,27579.80000000,27290.00000000,27339.90000000,2879.10149000,1682362799999,78930138.36808090,59206,1370.20721000,37557375.30679880,0
1682362800000,27339.91000000,27416.15000000,27321.68000000,27383.29000000,1417.11356000,1682366399999,38773932.99930550,31439,680.42569000,18616258.49882410,0
1682366400000,27383.28000000,27483.00000000,27340.15000000,27460.44000000,1258.46075000,1682369999999,34509567.23709410,31822,609.34712000,16708931.00920630,0
1682370000000,27460.44000000,27460.45000000,27320.47000000,27414.64000000,913.66653000,1682373599999,25032968.61768000,25050,434.82736000,11913088.60075500,0
1682373600000,27414.64000000,27518.20000000,27382.60000000,27463.87000000,1111.74438000,1682377199999,30510175.26499490,21853,566.77981000,15555406.62894310,0
1682377200000,27463.86000000,27560.73000000,27443.58000000,27510.93000000,1404.81483000,1682380799999,38643177.38074600,24533,774.44888000,21304293.88769940,0
1682380800000,27510.93000000,27590.28000000,27432.01000000,27459.04000000,1950.66514000,1682384399999,53656422.15458280,35873,1087.76074000,29923688.89504420,0
1682384400000,27459.04000000,27517.00000000,27368.86000000,27403.24000000,1156.19576000,1682387999999,31723822.05265580,27031,509.02240000,13967921.57437550,0
1682388000000,27403.25000000,27429.99000000,27321.58000000,27402.81000000,1172.92261000,1682391599999,32115949.85806470,25659,524.81702000,14369399.97759420,0
1682391600000,27402.82000000,27432.62000000,27313.74000000,27345.72000000,1030.28510000,1682395199999,28213601.87078590,24508,496.18209000,13586423.92860810,0
1682395200000,27345.71000000,27445.99000000,27331.41000000,27410.00000000,1077.26730000,1682398799999,29509245.41164650,21739,438.83209000,12018461.43315690,0
1682398800000,27409.99000000,27459.58000000,27320.50000000,27413.20000000,1013.74584000,1682402399999,27761527.62831040,24624,526.89085000,14427986.46079330,0
1682402400000,27413.20000000,27446.13000000,27345.39000000,27357.31000000,954.62036000,1682405999999,26165650.58359820,25589,437.24915000,11985274.92364730,0
1682406000000,27357.32000000,27405.25000000,27240.80000000,27266.54000000,2094.67771000,1682409599999,57233648.69209270,51158,954.54710000,26078493.39239620,0
1682409600000,27266.54000000,27443.63000000,27192.00000000,27430.87000000,2197.07580000,1682413199999,59984308.73680010,50163,1182.23000000,32281581.90946130,0
1682413200000,27430.87000000,27441.84000000,27284.12000000,27323.00000000,1531.27719000,1682416799999,41895001.46996940,35303,687.10120000,18800095.56533040,0
1682416800000,27323.00000000,27350.56000000,27286.90000000,27331.01000000,1325.29780000,1682420399999,36207624.70778440,32034,623.92764000,17045978.16245080,0
1682420400000,27331.01000000,27434.28000000,27314.48000000,27390.96000000,1578.32570000,1682423999999,43221484.34092840,37627,798.78538000,21872247.76730090,0
1682424000000,27390.96000000,27478.50000000,27357.20000000,27394.26000000,1350.36650000,1682427599999,36999456.42491430,34324,663.74954000,18186457.84704240,0
1682427600000,27394.25000000,27482.71000000,27320.99000000,27344.62000000,2022.90150000,1682431199999,55405927.54914550,44994,1047.77322000,28698061.55356220,0
1682431200000,27344.62000000,27396.84000000,27199.17000000,27294.69000000,3193.44200000,1682434799999,87160353.15955760,55614,1470.39176000,40133234.60015770,0
1682434800000,27294.68000000,27433.96000000,27272.69000000,27345.00000000,2280.89442000,1682438399999,62422657.73731770,47387,1288.17063000,35256951.75135290,0
1682438400000,27345.00000000,27419.06000000,27316.20000000,27393.27000000,1431.54374000,1682441999999,39191736.09359250,35830,740.44391000,20271057.57765270,0
1682442000000,27393.27000000,27650.10000000,27320.00000000,27617.65000000,3270.74968000,1682445599999,89911332.65533150,69132,1840.60903000,50601787.23500020,0
1682445600000,27617.66000000,27790.19000000,27553.30000000,27577.66000000,3442.00515000,1682449199999,95190123.44305330,73622,1680.97277000,46492540.56527280,0
1682449200000,27577.66000000,27660.07000000,27478.22000000,27611.40000000,1985.17784000,1682452799999,54714870.72479630,42593,991.36377000,27325351.17942490,0
1682452800000,27611.39000000,28047.39000000,27611.01000000,27975.01000000,4887.03937000,1682456399999,136370461.43725290,98962,2698.84638000,75298515.27938740,0
1682456400000,27975.01000000,28309.61000000,27975.01000000,28262.89000000,4911.51219000,1682459999999,138372831.97815000,86504,2759.06002000,77711918.53527740,0
1682460000000,28262.89000000,28399.99000000,28195.60000000,28233.25000000,3690.05756000,1682463599999,104396722.96543250,61273,1915.23901000,54190243.66756290,0
1682463600000,28233.26000000,28359.14000000,28161.54000000,28300.79000000,2777.10011000,1682467199999,78504613.56696770,45524,1469.50622000,41545543.21710100,0
1682467200000,28300.80000000,28481.00000000,28266.17000000,28299.63000000,3774.55591000,1682470799999,107112398.66467140,66113,1683.31994000,47770428.13409550,0
1682470800000,28299.63000000,28401.41000000,28244.62000000,28392.01000000,2394.90274000,1682474399999,67835928.98033410,42536,1290.07539000,36545622.09105540,0
1682474400000,28392.02000000,28412.34000000,28345.45000000,28389.28000000,1499.47610000,1682477999999,42550891.76993750,25065,740.50515000,21013915.40232320,0
1682478000000,28389.28000000,28461.85000000,28306.01000000,28309.10000000,2125.51001000,1682481599999,60320814.43343950,31367,979.93792000,27818078.14784800,0
1682481600000,28309.09000000,28370.93000000,28301.05000000,28328.94000000,1683.21153000,1682485199999,47687965.18295170,26541,923.95827000,26175944.60530330,0
1682485200000,28328.94000000,28418.55000000,28328.94000000,28395.25000000,1620.98612000,1682488799999,46012806.78820080,28527,960.10816000,27250929.48287820,0
1682488800000,28395.26000000,28599.00000000,28339.51000000,28395.01000000,3017.67117000,1682492399999,85767225.91537930,49406,1516.31362000,43104043.25103940,0
1682492400000,28395.00000000,28405.93000000,28314.40000000,28376.18000000,2119.61755000,1682495999999,60103771.11196250,29873,1086.96090000,30820844.98371150,0
1682496000000,28376.19000000,28780.00000000,28371.99000000,28727.19000000,5826.88036000,1682499599999,166855772.93470290,83041,3119.46883000,89304537.28363080,0
1682499600000,28727.19000000,28935.81000000,28683.83000000,28867.50000000,5370.75430000,1682503199999,154626676.47886240,79962,2911.94757000,83837277.29714410,0
